brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
Tesla,2021,7,Brazil,Model X,Electric,Electric,50759,47416,9.0,1.16,3.25,10.5,5,1393
BMW,2024,3,Germany,X5,SUV,Electric,100431,225993,255.0,1.993164432230644,2.263115111589174,3.0297177215370104,2,646
Porsche,2016,3,Spain,Cayenne Coupe,SUV,Hybrid,171664,98238,13.0,1.83,0.83,3.34,7,349
Toyota,2016,2,France,bZ4X,Electric,Petrol,64206,540887,83.0,1.74,1.53,3.79,5,2772
Tesla,2015,9,Germany,Model 3,Electric,Electric,,102906,25.0,1.81,1.86,3.02,3,2429
Ford,2021,7,Spain,Expedition,SUV,Electric,68048,127959,20.0,1.84,0.85,3.37,8,3412
Ford,2024,7,UK,Explorer,SUV,Petrol,36682,615024,106.0,1.92,1.53,4.76,8,2931
TESLA,2022,11,Canada,Model 3,Electric,Electric,87816,244177,34.0,1.33,2.06,3.97,3,1123
Ford,2016,5,USA,Escape,SUV,Petrol,53740,198822,117.0,0.99,2.21,4.42,4,1799
Volkswagen,2023,6,Italy,Polo,Sedan,Petrol,41960,,68.0,1.87,1.31,3.57,6,1991
Audi,2019,12,India,Q8,SUV,Electric,83001,391439,22.0,,7.18,6.33,10,389
Toyata,2015,3,France,C-HR,SUV,Hybrid,68520,50905,23.0,1.8,1.75,3.42,2,2497
Mercedes-Benz,2018,3,Mexico,EQE,Electric,Hybrid,39588,118406,35.0,1.16,2.45,11.27,9,615
BMW,2022,8,Brazil,3 Series,SUV,Electric,61347,190183,134.0,1.1257759443821298,3.240145618778193,10.245517996865198,7,523
Tesla,2015,6,Australia,Model X Plaid,Electric,Electric,57723,123477,37.0,1.61,2.75,4.11,8,335
BMW,2020,7,Australia,X7,SUV,Electric,44269,95641,368.0,1.6976071932311183,2.86459372819754,4.080735532552994,5,994
Tesla,2015,4,China,Model X Plaid,Electric,Electric,44966,95644,16.0,1.09,5.99,3.63,10,1347
Volkswagen,2015,6,Spain,Arteon,Sedan,Hybrid,22786,110231,80.0,1.73,1.59,3.71,1,
Mercedes-Benz,2019,6,UK,C-Class,Sedan,Petrol,61580,87010,34.0,1.9,1.25,5.12,6,474
Tesla,2024,10,Canada,Model S,Electric,Electric,48254,188515,39.0,1.28,2.54,3.84,10,115
BMW,2015,6,France,i7,Electric,Diesel,76984,64390,,1.8352935874452725,1.660660094416171,3.562092599957873,4,814
Ford,2018,10,Mexico,F-150 Lightning,Electric,Electric,63878,682091,51.0,1.04,2.0,11.05,1,1304
Volkswagen,2023,3,China,Taos,SUV,Petrol,74752,410536,37.0,1.19,6.0,3.22,2,1027
BMW,2024,10,UK,X7,Electric,Electric,36539,424416,175.0,1.841650578098304,1.388169926206522,5.085972931065412,4,-71
AUDI,2018,4,Australia,Q3,SUV,Hybrid,56658,160791,40.0,1.67,3.4,3.96,10,810
Audi,2021,7,India,TT,Sedan,Electric,109407,291826,34.0,0.99,6.91,6.7,2,722
Ford,2019,2,UK,Ranger,SUV,Hybrid,40596,762126,66.0,1.94,1.53,4.77,8,2091
Audi,2015,1,Italy,Q3,SUV,Petrol,36717,410325,35.0,1.93,1.47,3.28,9,609
Mercedes-Benz,2037,3,Germany,C-Class,Sedan,Petrol,98975,91392,60.0,1.95,2.3,2.8,8,304
Tesla,2017,3,India,Model X Plaid,Electric,Electric,44017,113999,12.0,1.13,7.42,6.42,8,984
BMW,2016,7,UK,3 Series,SUV,Hybrid,35507,241313,380.0,1.8140099202061224,1.505252372447857,5.195874479664645,6,1169
Porsche,2018,6,Canada,Cayenne Coupe,SUV,Electric,63669,246049,18.0,1.21,2.22,4.02,4,22
Ford,2018,6,France,Edge,,Petrol,27375,388872,85.0,1.88,1.62,3.64,8,3908
Audi,2021,9,Australia,RS6,Sedan,,105712,289402,44.0,1.59,3.24,4.51,2,969
BMW,2016,12,Germany,5 Series,Sedan,Hybrid,92724,166220,347.0,1.9059301156712007,2.117222200201216,3.0331204869596773,9,1070
Mercedes-Benz,2015,2,Netherlands,GLE,SUV,Electric,81900,234317,20.0,2.07,1.73,3.76,7,613
Tesla,2022,1,China,Model S Plaid,Electric,Electric,40204,66250,17.0,1.18,6.15,3.6,9,1760
BMW,2022,5,France,X5,Electric,Electric,111368,101962,223.0,1.7501933322680596,1.2512468287349343,3.3351901579707413,8,513
Porsche,2017,5,Japan,Macan,SUV,Petrol,154616,322924,21.0,1.47,0.92,0.14,3,
BMW,2022,1,Canada,X3,Electric,hybrid,102356,262986,389.0,1.2937535930929012,1.9418938282588392,3.707442421766389,7,1067
Porsche,2020,1,China,Macan EV,Electric,Petrol,180869,350766,11.0,1.12,6.44,3.22,3,177
Toyota,2016,12,UK,C-HR,SUV,Hybrid,21799,528969,19.0,1.94,1.78,5.14,3,2025
Volkswagen,2021,8,France,Tiguan,SUV,Diesel,54961,207083,89.0,1.79,1.37,3.58,9,2074
Audi,2017,1,Canada,RS6,Sedan,Diesel,113822,181889,7.0,1.25,2.32,4.28,7,981
Telsla,2020,12,USA,Model Y LR,Electric,Electric,118004,253270,15.0,0.98,2.43,4.7,9,1870
Mercedes-Benz,2017,11,Japan,CLA,Sedan,Petrol,84193,351615,32.0,1.6,1.18,0.16,8,437
Tesla,2024,6,Brazil,Model S,Electric,Electric,56939,278926,17.0,1.13,3.76,10.33,9,442
Audi,2018,9,Brazil,A6,sedan,Petrol,87854,459116,54.0,1.12,3.32,10.55,9,1053
Mercedes-Benz,2018,4,India,C-Class,Sedan,Petrol,119726,328849,55.0,1.03,6.91,6.34,6,1045
Audi,2016,6,australia,Q5,SUV,Diesel,104472,156741,6.0,1.55,2.85,3.96,3,812
Audi,2021,9,Canada,A6,Sedan,Hybrid,51320,186140,15.0,1.23,1.83,4.26,7,249
Toyota,2016,5,India,RAV4,SUV,Electric,64708,416033,73.0,1.04,6.59,6.78,6,1316
Volkswagen,2022,4,Netherlands,T-Roc,SUV,Electric,20034,307043,29.0,1.94,2.2,3.72,6,967
Volkswagen,2022,8,USA,ID.3,Electric,ELECTRIC,60860,259169,37.0,0.96,2.9,4.27,2,451
FORD,2016,10,Japan,Edge,SUV,hybrid,45184,115466,84.0,1.5,0.96,-0.15,4,895
BMW,2016,1,Australia,7 Series,Sedan,,80246,354094,107.0,1.656477096811655,2.9069079607228705,4.472452070202356,1,479
BMW,2021,6,Germany,X7,Sedan,Diesel,94658,169975,124.0,1.8240418110741217,1.7355833148129332,3.190700529705013,8,428
BMW,2015,10,France,i7,SUV,Diesel,75277,230427,103.0,1.7409762548301426,1.856751505688635,3.5116315157023625,9,275
Toyota,2015,6,Canada,Highlander,SUV,Petrol,35650,302884,39.0,1.36,2.62,4.21,6,2325
BMW,2020,4,Japan,3 Series,Electric,Electric,35463,284873,142.0,1.434821867066817,1.3613706110704142,-0.0888826592795192,8,644
Mercedes-Benz,2020,6,Canada,GLS,SUV,Hybrid,72716,533209,22.0,1.28,2.0,4.05,9,35
Volkswagen,2021,10,Netherlands,ID.3,Electric,Hybrid,64980,,62.0,2.04,1.66,3.58,10,2426
Tesla,2022,8,Germany,Model X Plaid,Electric,Electric,110178,75818,6.0,1.92,1.46,3.12,6,1222
Volkswagen,2015,4,Brazil,ID.3,Electric,Hybrid,72525,579386,72.0,1.25,3.5,10.72,9,1759
Volkswagen,2016,8,Frnce,Passat,Sedan,Petrol,,401086,77.0,1.79,,3.44,2,389
Toyota,2016,11,Japan,bZ4X,Electric,Petrol,78978,225654,81.0,1.47,1.43,0.03,4,1491
Audi,2023,4,Netherlands,TT,Sedan,Petrol,88289,501586,24.0,2.02,2.32,3.24,6,938
Toyota,2023,11,Mexico,C-HR,SUV,Petrol,82297,170186,76.0,1.1,1.51,10.83,6,2200
Porsche,2016,8,UK,Macan EV,Electric,Petrol,60914,370849,15.0,1.94,,5.21,2,132
Ford,2018,1,Australia,Expedition,SUV,Petrol,73734,278417,63.0,1.59,2.93,4.17,4,819
Mercedes-Benz,2016,7,Japan,A-Class,Sedan,Petrol,40900,294907,22.0,1.56,0.83,0.21,3,718
Tesla,2018,3,Japan,Semi,Electric,Electric,101726,103839,6.0,1.5,0.95,0.07,3,1671
Mercedes-Benz,2015,5,USA,GLC,SUV,Hybrid,116847,227059,46.0,0.98,2.37,4.41,4,40
Volkswagen,2024,12,India,Arteon,Sedan,Hybrid,30984,109058,39.0,0.96,7.31,6.48,1,1126
PORSCHE,2019,4,USA,Taycan,Electric,Petrol,87020,194494,22.0,0.94,2.64,4.66,2,13
Ford,2015,6,France,Expedition,SUV,Electric,34446,707431,46.0,1.74,1.96,3.78,9,2682
Tesla,2023,2,India,Cybertruck,Electric,Electric,65824,259289,27.0,1.0,6.6,6.47,10,2191
Ford,2018,9,Japan,F-150,SUV,Electric,23015,716972,39.0,1.48,1.12,0.29,5,263
Mercedes-Benz,2019,7,Brazil,E-Class,Sedan,Petrol,81338,385752,18.0,1.3,3.69,10.51,8,716
Toyota,2016,7,China,Land Cruiser,SUV,Hybrid,29032,354193,68.0,1.03,6.22,3.26,6,213
Audi,2018,7,China,e-tron,Electric,Hybrid,61381,329410,37.0,1.03,6.07,3.34,2,398
Ford,2024,9,China,Mustang Mach-E,Electric,Electric,72575,431090,78.0,1.05,6.05,3.79,8,3170
Audi,2023,11,Mexico,A4,Sedan,Electric,76267,479707,43.0,1.16,1.9,11.0,9,272
Ford,2024,11,USA,  F-150  ,SUV,Petrol,73402,424220,115.0,1.04,2.66,4.72,1,2381
Audi,2017,6,USA,TT,Sedan,Petrol,44487,285653,40.0,0.92,2.46,4.56,6,1001
Ford,2019,1,Australia,Ranger,SUV,Electric,51610,607785,96.0,1.65,2.71,4.12,10,1299
Audi,2016,10,,e-tron,Electric,Hybrid,60491,395125,30.0,,3.55,10.44,3,243
Porsche,2019,12,Italy,Cayenne Coupe,SUV,Hybrid,96034,330652,7.0,1.77,,3.54,9,482
BMW,2017,8,UK,i7,Sedan,Diesel,108373,276305,301.0,1.834844401849396,1.777146915927437,5.035042549841483,6,997
Audi,2016,5,Australia,A3,Sedan,Diesel,105353,108706,27.0,1.58,3.48,4.36,2,567
Tesla,2022,2,UK,Semi,Electric,Electric,48118,260899,,1.85,1.47,5.15,1,1891
Mercedes-Benz,2017,5,Spain,GLS,SUV,Petrol,97146,552078,29.0,1.8,1.45,3.72,1,285
Toyota,2017,8,Italy,Highlander,,Petrol,45696,110694,78.0,1.75,1.09,3.3,2,2555
Tesla,2016,2,France,Semi,Electric,Electric,119480,260661,10.0,1.72,1.27,3.32,5,2099
Ford,2022,10,China,Mustang Mach-E,Electric,Petrol,37341,744911,,1.01,6.39,3.25,8,2779
Audo,2016,8,Germany,e-tron,Electric,Electric,83819,172622,31.0,2.0,2.12,2.89,1,1112
Volkswagen,2016,12,USA,Arteon,Sedan,Electric,67118,496658,41.0,0.89,2.95,4.42,1,1151
Toyota,2017,2,Spain,bZ4X,Electric,Petrol,18260,112426,41.0,1.8,1.65,3.72,1,296
BMW,2023,12,France,X5,Electric,Electric,78601,,235.0,1.8295634891981056,1.7034930960433787,3.4146884504681294,9,810
Porsche,2022,6,Germany,Cayenne,SUV,Electric,93059,197469,9.0,1.88,1.56,2.76,7,24
Volkswagen,2018,1,Netherlands,ID.4,Electric,Diesel,23729,520575,9.0,2.1,2.46,3.65,8,2632
Porsche,2016,4,China,911,Sedan,Hybrid,117677,89108,6.0,1.15,6.07,3.29,4,258
Volkswagen,2024,8,Spain,Touareg,SUV,Electric,26203,294915,52.0,1.84,0.99,3.52,10,294
Tesla,2021,6,Canada,Model Y LR,Electric,Electric,111968,71235,16.0,1.24,1.78,4.06,3,351
Toyota,2022,2,France,RAV4,SUV,Electric,41250,299840,94.0,1.7,1.6,3.35,8,1217
Volkswagen,2024,6,Germany,Arteon,Sedan,Hybrid,32780,295405,83.0,1.9,1.51,2.9,2,1124
Mercedes-Benz,2020,8,India,A-Class,Sedan,Petrol,75830,570291,13.0,1.02,6.88,6.77,2,842
Tesla,2024,6,Spain,Cybertruck,Electric,Electric,105575,72445,18.0,1.82,1.62,3.71,9,2442
Tesla,2020,6,Canada,Model Y LR,Electric,Electric,77099,93178,14.0,,1.87,4.18,1,1303
Porsche,2016,11,Brazil,Taycan,Electric,Petrol,159661,311226,6.0,1.16,3.28,10.36,9,335
Mercedes-Benz,2016,5,UK,S-Class,Sedan,DIESEL,72169,175962,26.0,,1.18,5.15,10,383
Porsche,2019,6,Mexico,Cayenne,SUV,Hybrid,76563,155901,20.0,1.03,2.48,10.78,5,415
Tesla,2017,7,Italy,Model 3,Electric,Electric,77126,131530,5.0,1.84,1.31,3.38,9,1124
Audi,2024,4,India,Q8,SUV,Diesel,42590,269188,10.0,0.96,7.06,6.4,5,611
BMW,2015,11,Brazil,X3,SUV,Electric,91548,454499,224.0,1.1546814143861412,3.46869315979497,10.4488917014026,8,887
Porsche,2024,4,Spain,Cayenne Coupe,SUV,Hybrid,162407,132266,5.0,1.84,1.14,3.46,8,420
Mercedes-Benz,2018,6,Spain,EQE,Electric,Diesel,113214,515990,39.0,1.76,1.73,3.46,8,509
Volkswagen,2022,5,,ID.4,Electric,Petrol,44349,482288,49.0,1.02,,6.72,10,1795
Toyota,2022,3,UK,C-HR,SUV,Hybrid,78041,149447,14.0,1.88,1.27,4.87,3,615
Mercedes-Benz,2017,3,France,EQE,Electric,Electric,49604,116420,19.0,1.89,1.58,3.23,1,506
BMW,2022,7,UK,X1,Electric,Electric,71386,139242,239.0,1.9427239954178503,1.4281841483173143,5.279992891426201,9,474
BMW,2022,8,USA,X7,Sedaan,Diesel,74725,382278,110.0,0.9240495384261568,2.0576475821990248,4.405468787300828,2,303
Porsche,2017,8,Japan,Cayenne Coupe,SUV,Hybrid,115752,339769,9.0,1.4,1.56,-0.13,7,8
Volkswagen,2021,12,Japan,T-Roc,SUV,Electric,65294,370861,48.0,1.57,1.27,0.09,1,2610
Porsche,2021,5,Mexico,Cayenne Coupe,SUV,Hybrid,196042,396757,13.0,1.1,2.41,11.18,3,78
BMW,2017,8,Canada,i4,SUV,Electric,100066,399903,92.0,1.3499920940798356,2.295385017320044,3.740245886433057,6,436
Toyota,2024,11,India,RAV4,SUV,Petrol,37943,199815,88.0,1.12,6.5,6.41,8,1894
Porsche,2020,1,UK,911,Sedan,Hybrid,123658,183485,2.0,1.83,1.55,5.12,6,62
BMW,2022,6,USA,X1,Sedan,Petrol,73185,194454,101.0,0.928564407340193,2.968488777594384,4.679228514992745,6,406
Audi,2023,9,Australia,Q8,,Electric,106362,173150,14.0,1.63,3.4,4.14,8,604
Mercedes-Benz,2018,7,Japan,GLC,SUV,Hybrid,96853,202455,5.0,,1.31,0.38,9,684
Mercedes-Benz,2022,10,Brazil,CLA,Sedan,Electric,61903,108470,59.0,1.16,3.48,10.27,9,27
Volkswagen,2017,9,Brazil,Tiguan,SUV,Electric,42453,214327,,1.15,3.01,10.22,1,2120
Ford,2022,9,Mexico,Bronco,SUV,Hybrid,63014,556474,84.0,1.12,2.4,11.19,3,2912
Volkswagen,2015,7,India,T-Roc,SUV,Petrol,44303,453071,62.0,1.01,7.16,6.25,1,2169
Porsche,2017,12,France,GTS,Sedan,Hybrid,61983,117957,21.0,1.8,1.74,3.36,1,482
Porsche,2022,2,Mexico,Cayenne Coupe,SUV,hybrid,186260,107461,11.0,1.17,2.19,10.75,6,256
PORSCHE,2019,11,India,Panamera,Sedan,Petrol,109531,201401,4.0,1.0,6.91,6.49,2,408
Audi,2020,10,Spain,RS6,Sedan,Hybrid,91400,248397,45.0,1.8,1.15,3.47,1,544
Ford,2021,3,Germany,Mustang Mach-E,Electric,Electric,27633,590742,101.0,1.84,2.12,2.97,10,2036
Toyota,2021,2,India,Prius,Hybrid,Hybrid,70534,387897,49.0,1.07,6.54,6.33,1,2087
Audi,2022,10,Italy,Q7,SUV,Diesel,60856,,36.0,,1.35,3.56,9,139
Tesla,2021,12,Spain,Model Y,Electric,Electric,49652,195201,34.0,1.69,0.91,3.54,2,196
Toyota,2022,12,Italy,Highlander,SUV,Petrol,70913,690225,36.0,1.91,1.36,3.55,5,1951
Tesla,2024,4,Australia,Model X,Electric,Electric,105831,299922,16.0,1.53,2.64,4.13,4,2464
Tesla,2017,4,Japan,Model S Plaid,Electric,Electric,,197671,19.0,1.54,1.01,0.3,2,1621
Volkswagen,2020,7,Spain,Golf,Sedan,Petrol,27837,138632,24.0,1.78,1.25,3.48,4,2176
Toyota,2021,2,France,Land Cruiser,SUV,Petrol,89257,573339,52.0,1.86,1.94,3.48,5,2184
Toyota,2022,1,India,Highlander,SUV,Electric,63886,282475,87.0,1.12,6.72,6.4,6,1919
Ford,2021,3,Canada,Explorer,SUV,Electric,43015,458614,52.0,1.27,2.43,4.18,10,1168
Ford,2017,5,UK,Escape,SUV,Electric,68498,226825,22.0,1.85,1.15,5.14,3,3737
Audi,2015,5,Brazil,TT,Sedan,Petrol,105645,60428,51.0,,3.04,10.71,9,338
Toyota,2022,4,Spain,RAV4,SUV,Petrol,85667,205088,38.0,1.83,1.56,3.5,5,1903
Tesla,2018,6,Spain,Model X Plaid,Electric,Electric,112657,160870,2.0,1.82,1.44,3.32,5,726
Toyota,2016,10,Netherlands,RAV4,,Petrol,59813,567906,57.0,1.95,2.12,3.73,1,1852
Mercedes-Benz,2016,1,Germany,CLA,sedan,Diesel,103714,286623,63.0,1.85,2.22,3.26,3,467
Audi,2020,3,Brazil,Q5,SUV,Electric,70862,494721,45.0,1.19,3.81,10.59,2,977
Ford,2019,8,Mexico,Expedition,SUV,Petrole,34457,691199,90.0,1.09,2.4,11.1,10,1406
Tesla,2017,7,UK,Model 3,Electric,Electric,93676,197805,27.0,1.87,,5.07,1,1899
Toyota,2019,1,UK,Yaris,Sedan,Petrol,84336,204228,31.0,1.88,1.75,4.97,9,1563
Audi,2018,5,Italy,Q8,SUV,Electric,44189,146950,21.0,1.77,0.87,3.63,6,1072
Tesla,2019,12,China,Model 3,Electric,Electric,75325,74940,9.0,1.14,6.15,3.65,1,323
Audi,2023,5,India,  TT  ,Sedan,Diesel,106475,65434,50.0,1.04,6.85,6.63,1,1104
Volkswagen,2015,9,USA,ID.3,electric,Petrol,26307,310620,71.0,0.94,2.97,4.41,2,429
Ford,2015,3,Netherlands,Mustang,Sedan,Electric,91112,104022,74.0,1.99,2.44,3.5,5,2003
Audi,2020,12,UK,A3,Sedan,Electric,84658,464701,27.0,1.84,1.95,5.2,10,775
Volkswagen,2024,12,Spain,ID.3,Electric,Hybrid,51821,369595,71.0,1.68,1.23,3.37,7,1360
Porshe,2017,1,Netherlands,Panamera,Sedan,Hybrid,126773,179628,2.0,2.07,1.88,3.4,3,383
Toyota,2017,11,UK,Prius,Hybrid,Hybrid,44852,287408,78.0,1.83,1.12,4.85,1,920
Toyota,2015,7,China,Supra,Sedan,Petrol,67657,356157,37.0,1.01,5.71,3.76,7,1430
Tesla,2024,12,Germany,Model Y LR,Electric,Electric,123009,222817,38.0,2.0,1.83,2.86,1,1138
Ford,2024,3,Brazil,F-150 Lightning,Electric,Electric,,736129,14.0,1.24,3.25,10.6,2,
BMW,2019,11,USA,X3,SUV,Diesel,57616,,376.0,1.0468412926696815,2.6016118201463314,4.691513315656074,5,1202
Ford,2020,8,Canada,Mustang Mach-E,Electric,Petrol,50871,395884,104.0,1.28,2.47,3.79,5,1693
Porsche,2024,1,Brazil,GTS,Sedan,Hybrid,180008,365476,25.0,1.11,3.82,10.74,2,26
Mercedes-Benz,2015,8,Netherlands,A-Class,Sedan,ELECTRIC,93426,301312,51.0,2.09,1.76,3.44,3,302
Tesla,2024,4,France,Model S,Electric,Electric,108601,32785,24.0,1.88,1.71,3.62,6,1389
Toyota,2023,12,Germany,Supra,Sedan,Hybrid,86192,172867,62.0,1.89,2.07,2.78,2,1196
Audi,2023,11,Spain,Q7,SUV,Diesel,45996,538234,30.0,1.79,1.74,3.55,10,86
Tesla,2022,6,Netherlands,Semi,Electric,Electric,94301,192305,,2.06,1.86,3.48,8,1180
BMW,2019,7,Canada,3 Series,Sedan,Hybrid,104922,304822,273.0,1.3754944027054106,2.3967371653641507,4.07736570806793,6,941
Toyota,2023,12,China,Land Cruiser,,Electric,27256,690036,64.0,1.05,5.88,3.74,9,1527
Porsche,2017,6,UK,718,Sedan,Petrol,101097,141022,19.0,1.78,1.67,4.77,4,243
Toyota,2024,7,Brazil,bZ4X,Electric,Electric,24204,162716,,1.24,3.41,10.67,5,2096
Audi,2019,11,Germany,Q8,SUV,Electric,82628,332434,53.0,1.84,1.7,3.22,3,815
Toyota,2024,1,Mexico,Yaris,Sedan,Petrol,25703,,21.0,1.16,1.83,11.05,5,2963
Porsche,2024,7,Japan,Cayenne Coupe,SUV,Electric,148624,263113,21.0,1.53,1.63,-0.03,4,76
Volkswagen,2016,9,USA,Taos,SUV,Electric,35455,398064,80.0,1.0,,4.64,7,1604
Ford,2016,3,Italy,F-150,SUV,Hybrid,48234,214612,42.0,1.81,1.36,3.42,10,2297
Mercedes-Benz,2018,6,Spain,EQE,Electric,Electric,83852,422192,21.0,1.77,1.73,3.63,9,375
Tesla,2015,11,Italy,Model 3,Electric,,54765,247179,9.0,1.87,0.52,3.75,4,2324
Porsche,2018,1,Mexico,Taycan,Electric,Petrol,193413,360520,8.0,1.11,1.57,11.27,7,247
Toyota,2022,7,China,Corolla,Sedan,Hybrid,85838,499799,31.0,1.08,6.42,3.73,9,1000
Toyota,2024,3,Netherlands,Yaris,Sedan,Electric,45172,562775,57.0,2.09,1.63,3.65,8,1236
BMW,2022,9,USA,X5,SUV,Petrol,65771,432650,20.0,0.9257292928473224,2.5026790232288616,4.230887250749993,8,476
Volkswagen,2024,10,USA,Tiguan,SUV,Hybrid,56422,342072,89.0,0.93,2.93,4.75,7,1639
BMW,2024,1,Germany,i7,SUV,Hybrid,104101,375893,291.0,1.9355626400620087,2.180156737921485,2.8294444075058727,10,727
Audi,2023,10,USA,Q5,SUV,Diesel,86264,271825,45.0,1.05,2.13,4.23,8,868
BMW,2019,11,Japan,3 Series,Sedan,Diesel,52118,450213,106.0,1.590280668441331,0.7434125328548191,0.1798908253564134,9,667
Audi,2035,12,Australia,Q8,SUV,Diesel,54939,241756,39.0,1.51,3.38,4.01,7,407
Audi,2017,10,India,Q3,SUV,Petrol,72943,301684,56.0,1.02,6.86,6.28,8,1137
Mercedes-Benz,2023,7,Japan,EQE,Electric,Electric,123839,505788,52.0,1.46,1.51,0.31,4,277
BMW,2018,8,China,X7,Sedan,Diesel,51122,320665,67.0,1.150474905887536,5.828664545369916,3.603511073646223,1,
Mercedes-Benz,2016,11,Japan,CLA,Sedan,Diesel,82680,254476,32.0,1.58,1.58,-0.08,7,903
Audi,2022,2,Netherlands,A4,Sedan,Hybrid,45746,156016,41.0,1.96,1.99,3.31,4,1101
Audi,2016,5,Spain,TT,Sedan,petrol,85852,83906,15.0,1.8,1.33,3.43,10,1154
BMW,2019,6,Japan,3 Series,,Petrol,80436,336198,22.0,1.494834765817465,1.5554605840110072,0.2221947156280142,9,193
Toyota,2019,1,Germany,Highlander,SUV,Hybrd,62878,582999,76.0,1.83,1.97,3.15,8,1729
Toyota,2023,7,Brazil,Highlander,SUV,Hybrid,28644,447040,95.0,1.13,3.06,10.39,9,2531
Audi,2016,6,UK,A4,Sedan,Diesel,36200,328975,19.0,1.79,1.77,4.83,3,
Porsche,2020,5,Brazil,GTS,Sedan,Hybrid,101156,131678,25.0,1.12,3.65,10.54,2,232
Porsche,2015,2,India,718,Sedan,Hybrid,181308,,9.0,0.98,6.88,6.79,2,72
Toyota,2021,7,USA,Land Cruiser,SUV,Hybrid,29296,603087,66.0,0.88,2.77,4.38,2,2432
Porsche,2024,8,Australia,Taycan,Electric,Hybrid,84090,231101,29.0,1.59,2.63,4.22,7,323
Audi,2021,4,Netherlands,Q7,SUV,Hybrid,69142,391181,9.0,,2.54,3.46,9,503
Volkswagen,2017,1,Italy,ID.3,Electric,Petrol,69342,270345,59.0,1.92,1.28,3.26,6,305
Tesla,2020,1,Australia,Model 3,Electric,Electric,93069,116942,7.0,1.67,2.69,4.2,5,1643
Toyota,2016,5,Netherlands,bZ4X,Electric,Hybrid,70109,,55.0,1.95,,3.34,10,1227
Toyota,2020,7,France,Yaris,Sedan,Petrol,74344,464882,39.0,1.75,1.87,3.56,3,2009
Volkswagen,2020,10,,Passat,Sedan,Electric,42265,107034,86.0,1.02,,3.42,6,529
Volkswagen,2019,11,Spain,Polo,Sedan,Electric,73033,240895,9.0,1.65,1.66,3.57,3,2749
Porsche,2016,3,China,Cayenne Coupe,SUV,Petrol,104266,153996,4.0,1.18,5.79,3.43,10,360
Audi,2024,4,Netherlands,Q7,SUV,Electric,62030,547116,10.0,2.06,2.28,3.76,8,715
Volkswagen,2024,7,,ID.3,Electric,Hybrid,40386,295318,79.0,1.06,2.29,4.67,8,622
bmw,2017,11,UK,i4,,Hybrid,116441,339819,392.0,1.924684647616332,1.7252576604151364,4.992001364854822,6,1027
Toyota,2020,6,Canada,bZ4X,Electric,Hybrid,40853,675298,83.0,1.36,1.72,4.27,6,2519
Ford,2019,4,Japan,Bronco,SUV,Petrol,79715,733637,35.0,1.48,1.53,0.3,2,2969
Volkswagen,2020,11,Australia,Passat,Sedan,DIESEL,55196,396627,80.0,1.51,2.56,4.47,8,2412
Toyota,2023,5,UK,Supra,Sedan,Petrol,61004,196590,54.0,1.76,1.98,5.21,1,696
Audi,2017,5,Mexico,e-tron,Electric,Hybrid,64674,189970,4.0,1.11,2.33,10.94,4,868
BMW,2015,9,Germany,X5,Electric,Diesel,88639,394912,158.0,1.8518593517731547,1.598725573588773,3.2644075470692044,3,482
Porsche,2022,12,Mexico,718,Sedan,Hybrid,149950,223970,18.0,1.08,1.97,10.91,3,193
TESLA,2015,6,UK,Model X,Electric,Electric,40943,186941,17.0,1.8,1.64,4.94,2,2301
BMW,2023,10,China,7 Series,Sedan,Petrole,107903,435105,255.0,1.174282806838171,5.8097878592091,3.374027319177462,1,891
BMW,2021,12,UK,X7,SEDAN,Electric,81511,173076,29.0,,1.5074677337608362,4.7038315230301,2,346
Toyota,2017,12,Australia,bZ4X,Electric,Petrol,40031,298954,31.0,1.66,3.03,4.11,5,240
Mercedes-Benz,2021,12,China,GLE,SUV,Diesel,85195,334701,19.0,1.09,5.67,3.31,3,973
Audi,2015,11,Germany,Q7,SUV,Electric,45632,172215,31.0,1.81,2.25,2.98,2,338
Audi,2019,9,USA,A3,Sedan,Diesel,94625,412206,11.0,0.96,2.18,4.68,7,1054
BMW,2020,7,Australia,i7,Electric,,49141,225858,,1.6407399559258102,3.338997327718011,3.956850790072444,2,648
Tesla,2017,1,USA,Model X,Electric,Electric,101963,221689,38.0,0.89,2.09,4.36,3,603
Toyota,2022,12,Mexico,Supra,Sedan,Petrol,70477,256809,72.0,,1.75,11.16,2,2462
Audi,2021,6,Germany,A3,Sedan,Petrol,105256,533791,27.0,1.94,2.02,2.74,5,1141
Audi,2019,7,Australia,e-tron,Electrc,Petrol,59947,361480,56.0,1.52,2.89,4.23,3,522
Ford,2024,7,India,Mustang,Sedan,Electric,44643,461113,13.0,0.96,7.15,6.47,8,3738
Volkswagen,2021,5,Japan,Tiguan,SUV,Diesel,49151,223628,8.0,1.52,1.1,0.05,8,1206
Tesla,2024,11,France,Model 3,Electric,Electric,124755,169979,20.0,1.89,1.82,3.52,6,858
Mercedes-Benz,2019,2,Netherlands,E-Class,Sedan,Petrol,111101,160319,10.0,1.96,2.26,3.46,3,578
Mercedes-Benz,2023,2,Spain,GLE,SUV,Electric,71660,151882,20.0,1.84,1.36,3.45,3,356
