,brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
4814,Porsche,2015.0,2.0,India,718,Sedan,Hybrid,181308.0,231228.0,9.0,0.98,6.88,6.79,2,72.0
4815,Toyota,2021.0,7.0,USA,Land Cruiser,Suv,Hybrid,29296.0,603087.0,66.0,0.88,2.77,4.38,2,2432.0
4816,Porsche,2024.0,8.0,Australia,Taycan,Suv,Hybrid,84090.0,231101.0,29.0,1.59,2.63,4.22,7,323.0
4817,Audi,2021.0,4.0,Netherlands,Q7,Suv,Hybrid,69142.0,391181.0,9.0,2.01,2.54,3.46,9,503.0
4818,Volkswagen,2017.0,1.0,Italy,ID.3,Suv,Petrol,69342.0,270345.0,59.0,1.92,1.28,3.26,6,305.0
4819,Tesla,2020.0,1.0,Australia,Model 3,Suv,Electric,93069.0,116942.0,7.0,1.67,2.69,4.2,5,1643.0
4820,Toyota,2016.0,5.0,Netherlands,bZ4X,Suv,Hybrid,70109.0,388396.5,55.0,1.95,2.03,3.34,10,1227.0
4821,Toyota,2020.0,7.0,France,Yaris,Sedan,Petrol,74344.0,464882.0,39.0,1.75,1.87,3.56,3,2009.0
4822,Volkswagen,2020.0,10.0,UK,Passat,Sedan,Electric,42265.0,107034.0,86.0,1.02,1.6749999999999998,3.42,6,529.0
4823,Volkswagen,2019.0,11.0,Spain,Polo,Sedan,Electric,73033.0,240895.0,9.0,1.65,1.66,3.57,3,2749.0
4824,Porsche,2016.0,3.0,China,Cayenne Coupe,Suv,Petrol,104266.0,153996.0,4.0,1.18,5.79,3.43,10,360.0
4825,Audi,2024.0,4.0,Netherlands,Q7,Suv,Electric,62030.0,547116.0,10.0,2.06,2.28,3.76,8,715.0
4826,Volkswagen,2024.0,7.0,UK,ID.3,Suv,Hybrid,40386.0,295318.0,79.0,1.06,2.29,4.67,8,622.0
4827,BMW,2017.0,11.0,UK,i4,Suv,Hybrid,116441.0,339819.0,392.0,1.924684647616332,1.7252576604151364,4.992001364854822,6,1027.0
4828,Toyota,2020.0,6.0,Canada,bZ4X,Suv,Hybrid,40853.0,675298.0,83.0,1.36,1.72,4.27,6,2519.0
4829,Ford,2019.0,4.0,Japan,Bronco,Suv,Petrol,79715.0,733637.0,35.0,1.48,1.53,0.3,2,2969.0
4830,Volkswagen,2020.0,11.0,Australia,Passat,Sedan,Diesel,55196.0,396627.0,80.0,1.51,2.56,4.47,8,2412.0
4831,Toyota,2023.0,5.0,UK,Supra,Sedan,Petrol,61004.0,196590.0,54.0,1.76,1.98,5.21,1,696.0
4832,Audi,2017.0,5.0,Mexico,e-tron,Suv,Hybrid,64674.0,189970.0,4.0,1.11,2.33,10.94,4,868.0
4833,BMW,2015.0,9.0,Germany,X5,Sedan,Diesel,88639.0,394912.0,158.0,1.8518593517731547,1.598725573588773,3.2644075470692044,3,482.0
4834,Porsche,2022.0,12.0,Mexico,718,Sedan,Hybrid,149950.0,223970.0,18.0,1.08,1.97,10.91,3,193.0
4835,Tesla,2015.0,6.0,UK,Model X,Suv,Electric,40943.0,186941.0,17.0,1.8,1.64,4.94,2,2301.0
4836,BMW,2023.0,10.0,China,7 Series,Sedan,Petrol,107903.0,435105.0,255.0,1.174282806838171,5.8097878592091,3.374027319177462,1,891.0
4837,BMW,2021.0,12.0,UK,X7,Sedan,Electric,81511.0,173076.0,29.0,1.83,1.5074677337608362,4.7038315230301,2,346.0
4838,Toyota,2017.0,12.0,Australia,bZ4X,Suv,Petrol,40031.0,298954.0,31.0,1.66,3.03,4.11,5,240.0
4839,Mercedes-Benz,2021.0,12.0,China,GLE,Suv,Diesel,85195.0,334701.0,19.0,1.09,5.67,3.31,3,973.0
4840,Audi,2015.0,11.0,Germany,Q7,Suv,Electric,45632.0,172215.0,31.0,1.81,2.25,2.98,2,338.0
4841,Audi,2019.0,9.0,USA,A3,Sedan,Diesel,94625.0,412206.0,11.0,0.96,2.18,4.68,7,1054.0
4842,BMW,2020.0,7.0,Australia,i7,Sedan,Electric,49141.0,225858.0,228.0,1.6407399559258102,3.338997327718011,3.956850790072444,2,648.0
4843,Tesla,2017.0,1.0,USA,Model X,Suv,Electric,101963.0,221689.0,38.0,0.89,2.09,4.36,3,603.0
4844,Toyota,2022.0,12.0,Mexico,Supra,Sedan,Petrol,70477.0,256809.0,72.0,1.08,1.75,11.16,2,2462.0
4845,Audi,2021.0,6.0,Germany,A3,Sedan,Petrol,105256.0,533791.0,27.0,1.94,2.02,2.74,5,1141.0
4846,Audi,2019.0,7.0,Australia,e-tron,Suv,Petrol,59947.0,361480.0,56.0,1.52,2.89,4.23,3,522.0
4847,Ford,2024.0,7.0,India,Mustang,Sedan,Electric,44643.0,461113.0,13.0,0.96,7.15,6.47,8,3738.0
4848,Volkswagen,2021.0,5.0,Japan,Tiguan,Suv,Diesel,49151.0,223628.0,8.0,1.52,1.1,0.05,8,1206.0
4849,Tesla,2024.0,11.0,France,Model 3,Suv,Electric,124755.0,169979.0,20.0,1.89,1.82,3.52,6,858.0
4850,Mercedes-Benz,2019.0,2.0,Netherlands,E-Class,Sedan,Petrol,111101.0,160319.0,10.0,1.96,2.26,3.46,3,578.0
4851,Mercedes-Benz,2023.0,2.0,Spain,GLE,Suv,Electric,71660.0,151882.0,20.0,1.84,1.36,3.45,3,356.0
4852,Audi,2017.0,8.0,Mexico,RS6,Sedan,Petrol,51083.0,222261.0,57.0,1.07,2.38,11.26,9,993.0
4853,Toyota,2015.0,4.0,India,Supra,Sedan,Petrol,18523.0,206500.0,67.0,1.1,6.61,6.59,8,263.0
4854,Audi,2022.0,1.0,UK,Q8,Suv,Petrol,58464.0,546443.0,40.0,1.81,1.21,4.75,6,880.0
4855,Ford,2016.0,7.0,Australia,Explorer,Suv,Petrol,36986.0,392161.0,57.0,1.67,3.48,4.26,7,1986.0
4856,Mercedes-Benz,2021.0,8.0,Canada,C-Class,Sedan,Diesel,116059.0,120686.0,25.0,1.36,1.9,3.75,3,1141.0
4857,Volkswagen,2020.0,11.0,India,Touareg,Suv,Hybrid,30491.0,468397.0,23.0,1.05,7.46,6.26,6,669.0
4858,Ford,2017.0,1.0,China,Mustang Mach-E,Suv,Electric,38586.0,614619.0,36.0,1.06,6.38,3.22,9,1629.0
4859,BMW,2019.0,2.0,Japan,iX,Sedan,Electric,45304.0,128012.0,179.0,1.4792484037805318,1.6949078226464351,-0.0956628504683076,9,613.0
4860,Mercedes-Benz,2017.0,5.0,Australia,E-Class,Sedan,Diesel,36893.0,540553.0,64.0,1.55,2.71,4.41,3,396.0
4861,Porsche,2016.0,10.0,Spain,Cayenne Coupe,Suv,Petrol,66868.0,129086.0,5.0,1.76,1.1,3.34,8,47.0
4862,Tesla,2021.0,12.0,Canada,Model Y,Suv,Electric,100035.0,289787.0,39.0,1.35,2.24,4.15,6,2383.0
4863,Tesla,2021.0,8.0,Spain,Cybertruck,Suv,Electric,108291.0,157897.0,18.0,1.79,1.69,3.25,3,1472.0
4864,Tesla,2024.0,7.0,Germany,Model X,Suv,Electric,90657.0,32912.0,37.0,1.8,1.64,2.84,1,700.0
4866,Toyota,2018.0,12.0,Brazil,Camry,Sedan,Electric,40138.0,588351.0,94.0,1.28,3.52,10.73,2,2627.0
4867,Toyota,2023.0,3.0,India,Yaris,Sedan,Electric,22540.0,309468.0,85.0,1.0,7.05,6.61,2,477.0
4868,Ford,2015.0,9.0,Japan,Mustang,Sedan,Hybrid,67988.0,747677.0,108.0,1.45,0.9,0.36,6,2863.0
4869,BMW,2022.0,4.0,Japan,X5,Sedan,Electric,41089.0,77302.0,337.0,1.5676657409422277,1.6699143978146032,0.3052713538814252,8,880.0
4870,Mercedes-Benz,2020.0,6.0,Australia,GLC,Suv,Electric,118813.0,392761.0,30.0,1.54,3.0,4.4,7,253.0
4871,Mercedes-Benz,2021.0,12.0,Germany,S-Class,Sedan,Diesel,55739.0,246345.0,6.0,1.85,1.97,3.26,3,1250.0
4872,Volkswagen,2023.0,6.0,Italy,Tiguan,Suv,Diesel,61751.0,586218.0,73.0,1.85,1.07,3.49,9,1748.0
4873,Toyota,2016.0,4.0,Italy,Corolla,Sedan,Hybrid,18579.0,596067.0,95.0,1.79,1.23,3.76,10,2162.0
4874,Mercedes-Benz,2017.0,12.0,Italy,S-Class,Sedan,Diesel,127583.0,185436.0,57.0,1.88,0.61,3.72,6,440.0
4875,Audi,2019.0,11.0,Brazil,e-tron,Suv,Electric,92294.0,102290.0,25.0,1.16,3.81,10.3,8,1180.0
4876,Mercedes-Benz,2020.0,9.0,Australia,C-Class,Sedan,Diesel,96006.0,528719.0,54.0,1.51,2.58,4.02,5,821.0
4877,Tesla,2019.0,1.0,Japan,Model Y,Suv,Electric,125725.0,64384.0,39.0,1.49,1.14,-0.01,3,463.0
4878,Porsche,2019.0,3.0,UK,Macan,Suv,Petrol,119476.0,216047.0,7.0,1.9,1.0,5.23,9,473.0
4879,Porsche,2021.0,4.0,Spain,Macan EV,Suv,Petrol,138789.0,144149.0,9.0,1.79,1.45,3.52,7,121.0
4880,BMW,2016.0,8.0,Canada,X5,Sedan,Electric,64670.0,140054.0,224.0,1.3046781822748734,2.550616057841138,4.036733672969515,4,800.0
4881,Ford,2015.0,1.0,France,Explorer,Suv,Petrol,86809.0,235603.0,98.0,1.76,1.66,3.75,9,844.0
4882,Porsche,2024.0,8.0,Netherlands,Panamera Sport,Sedan,Electric,111458.0,211109.0,18.0,1.98,1.99,3.61,5,105.0
4883,Toyota,2023.0,1.0,Netherlands,Yaris,Sedan,Petrol,86239.0,515902.0,17.0,2.05,2.25,3.33,6,2028.0
4884,Mercedes-Benz,2019.0,10.0,Canada,GLE,Suv,Diesel,75722.0,546635.0,50.0,1.4,2.3,3.9,1,645.0
4885,BMW,2018.0,9.0,UK,i7,Sedan,Electric,94199.0,196895.0,92.0,1.806974580392385,1.4858717591863255,4.854065940632305,10,512.0
4886,BMW,2024.0,3.0,Germany,iX,Sedan,Petrol,59594.0,456965.0,82.0,1.939632342803949,2.2743948076661664,3.2917264466877616,1,288.0
4887,Volkswagen,2022.0,1.0,Italy,T-Roc,Suv,Hybrid,29501.0,574444.0,21.0,1.76,0.84,3.54,6,2141.0
4888,Mercedes-Benz,2020.0,6.0,China,EQS,Suv,Petrol,43990.0,277944.0,49.0,1.08,5.92,3.41,10,921.0
4889,Volkswagen,2018.0,7.0,France,Touareg,Suv,Electric,71619.0,348336.0,23.0,1.74,2.08,3.42,10,167.0
4890,Volkswagen,2016.0,12.0,Japan,Polo,Sedan,Petrol,76461.0,409745.0,64.0,1.45,1.04,0.14,4,2136.0
4891,Toyota,2019.0,6.0,India,Land Cruiser,Suv,Electric,45796.0,332074.0,63.0,1.15,6.86,6.24,9,428.0
4892,Volkswagen,2022.0,2.0,Mexico,Arteon,Sedan,Diesel,32144.0,452245.0,10.0,1.02,1.71,10.71,9,348.0
4893,Ford,2018.0,6.0,Italy,F-150 Lightning,Suv,Hybrid,67541.0,341627.0,94.0,1.91,0.87,3.31,1,2050.0
4894,Tesla,2015.0,4.0,China,Model X,Suv,Electric,73219.0,142580.0,38.0,1.0,5.84,3.49,1,109.0
4895,Audi,2015.0,9.0,Australia,A6,Sedan,Electric,52658.0,171099.0,14.0,1.54,2.83,4.44,6,697.0
4896,Mercedes-Benz,2022.0,4.0,Italy,A-Class,Sedan,Diesel,48790.0,381414.0,14.0,1.8,0.95,3.5,5,1259.0
4897,Toyota,2017.0,1.0,Mexico,Supra,Sedan,Hybrid,43223.0,100551.0,38.0,1.05,2.39,11.2,10,1903.0
4898,Porsche,2016.0,6.0,India,Taycan,Suv,Petrol,131428.0,273053.0,17.0,1.0,7.4,6.34,8,473.0
4899,Mercedes-Benz,2023.0,4.0,UK,GLE,Suv,Petrol,112237.0,67532.0,44.0,1.82,1.61,5.12,9,487.0
4900,Porsche,2021.0,9.0,India,Macan EV,Suv,Electric,170127.0,258746.0,8.0,1.11,6.8,6.71,5,70.0
4901,Audi,2021.0,2.0,France,RS6,Sedan,Diesel,90776.0,440443.0,34.0,1.85,2.07,3.57,10,493.0
4902,BMW,2020.0,11.0,India,7 Series,Sedan,Diesel,42370.0,459337.0,374.0,0.9612606551363676,6.511353644767419,6.481196385196476,3,1043.0
4903,Toyota,2024.0,10.0,Spain,Corolla,Sedan,Hybrid,59726.0,280757.0,60.0,1.83,1.09,3.26,6,1343.0
4904,Ford,2021.0,4.0,Japan,Mustang Mach-E,Suv,Petrol,54344.0,65330.0,31.0,1.45,1.28,0.26,7,696.0
4905,Audi,2015.0,3.0,UK,Q3,Suv,Hybrid,92075.0,386512.0,47.0,1.91,1.62,4.98,9,321.0
4906,Audi,2017.0,10.0,Mexico,Q5,Suv,Electric,78215.0,492061.0,20.0,1.08,2.25,10.79,3,835.0
4907,Tesla,2016.0,2.0,Australia,Cybertruck,Suv,Electric,40133.0,109280.0,38.0,1.51,3.43,4.36,2,1401.0
4908,Toyota,2024.0,4.0,Spain,Camry,Sedan,Petrol,51560.0,622251.0,71.0,1.84,1.25,3.46,5,870.0
4909,Toyota,2022.0,10.0,China,Camry,Sedan,Electric,60187.0,178677.0,35.0,1.09,5.93,3.55,7,2765.0
4910,Porsche,2018.0,6.0,France,Taycan,Suv,Petrol,83308.0,265950.0,8.0,1.7,1.86,3.36,7,467.0
4912,Ford,2019.0,6.0,USA,Mustang,Sedan,Petrol,70663.0,464169.0,114.0,0.97,2.99,4.29,7,573.0
4913,Toyota,2021.0,3.0,USA,Camry,Sedan,Electric,43972.0,251936.0,10.0,0.96,2.62,4.51,6,237.0
4914,Porsche,2019.0,3.0,Japan,911,Sedan,Electric,72156.0,251363.0,2.0,1.54,0.88,0.02,10,224.0
4915,Mercedes-Benz,2019.0,6.0,India,GLC,Suv,Electric,125910.0,521493.0,18.0,0.95,6.71,6.5,3,439.0
4916,Toyota,2022.0,6.0,Japan,bZ4X,Suv,Petrol,55290.0,620075.0,90.0,1.5,1.16,0.11,3,1387.0
4917,Tesla,2022.0,12.0,Netherlands,Model Y,Suv,Electric,68456.0,199638.0,37.0,2.0,2.16,3.74,6,341.0
4918,Ford,2018.0,12.0,USA,Edge,Suv,Petrol,85102.0,506668.0,70.0,1.05,2.02,4.21,7,3823.0
4919,Volkswagen,2020.0,7.0,India,T-Roc,Suv,Electric,65046.0,179939.0,89.0,0.99,7.17,6.71,10,937.0
4920,BMW,2015.0,9.0,USA,X1,Suv,Hybrid,78882.5,316907.0,56.0,0.9215775370866404,2.541634214660867,4.580086931895688,7,255.0
4921,Porsche,2020.0,10.0,France,718,Sedan,Electric,127707.0,281725.0,19.0,1.77,1.76,3.4,6,480.0
4922,Volkswagen,2020.0,6.0,Spain,T-Roc,Suv,Petrol,47026.0,316455.0,30.0,1.79,0.95,3.39,10,1547.0
4923,Toyota,2023.0,12.0,UK,Prius,Suv,Electric,36431.0,138345.0,76.0,1.86,1.06,5.22,4,1249.0
4924,Ford,2020.0,4.0,China,Edge,Suv,Hybrid,84735.0,470328.0,58.0,1.07,5.53,3.44,1,3501.0
4925,Toyota,2022.0,12.0,Italy,Camry,Sedan,Hybrid,23608.0,76886.0,30.0,1.84,0.76,3.31,1,1917.0
4926,Toyota,2017.0,2.0,Canada,C-HR,Suv,Hybrid,35012.0,348596.0,14.0,1.24,2.13,3.96,8,117.0
4927,BMW,2018.0,9.0,Germany,3 Series,Suv,Petrol,64793.0,289654.0,96.0,1.8553755296294407,2.220872400531813,2.7366467759129183,9,500.0
4928,Mercedes-Benz,2016.0,4.0,Japan,CLA,Sedan,Hybrid,34609.0,417328.0,41.0,1.57,0.93,-0.19,5,228.0
4929,Volkswagen,2021.0,8.0,Canada,T-Roc,Suv,Petrol,42513.0,342905.0,77.0,1.31,2.45,4.16,7,2724.0
4930,Audi,2017.0,8.0,Japan,RS6,Sedan,Electric,111233.0,132150.0,14.0,1.45,0.96,0.28,2,973.0
4932,BMW,2015.0,9.0,Brazil,X7,Sedan,Petrol,103876.0,315470.0,109.0,1.2896906613924313,3.4361265291353167,10.376679455725151,1,540.0
4933,Mercedes-Benz,2018.0,7.0,Canada,EQE,Suv,Diesel,123138.0,223864.0,56.0,1.32,2.63,3.85,10,1020.0
4934,Tesla,2024.0,5.0,Australia,Semi,Suv,Electric,89923.0,152695.0,11.0,1.64,3.19,4.07,9,1446.0
4935,Mercedes-Benz,2018.0,6.0,USA,GLE,Suv,Diesel,44884.0,174495.0,6.0,0.99,2.28,4.72,1,575.0
4936,Audi,2024.0,10.0,Australia,RS6,Sedan,Hybrid,46643.0,412220.0,37.0,1.64,2.61,4.02,6,126.0
4937,Audi,2019.0,3.0,India,TT,Sedan,Hybrid,49254.0,251299.0,10.0,1.09,7.16,6.57,10,55.0
4938,Toyota,2024.0,3.0,Australia,Corolla,Sedan,Hybrid,24732.0,405151.0,72.0,1.67,3.07,4.38,8,865.0
4939,Porsche,2021.0,7.0,UK,Panamera Sport,Sedan,Petrol,60535.0,360970.0,21.0,1.88,1.89,4.99,1,41.0
4940,Audi,2021.0,7.0,Netherlands,e-tron,Suv,Diesel,81410.0,139468.0,30.0,2.06,2.37,3.44,2,41.0
4942,Toyota,2021.0,4.0,Brazil,Highlander,Suv,Hybrid,56444.0,563992.0,34.0,1.15,3.56,10.77,5,1548.0
4943,Mercedes-Benz,2023.0,3.0,Japan,CLA,Sedan,Petrol,35951.0,237199.0,59.0,1.59,1.31,0.07,5,144.0
4944,Volkswagen,2018.0,6.0,UK,Arteon,Sedan,Hybrid,66128.0,575258.0,33.0,1.24,2.15,4.07,5,752.0
4945,BMW,2024.0,5.0,UK,i7,Sedan,Electric,56292.0,143109.0,371.0,1.9174026656727343,1.8672942009598024,5.125017786029021,3,931.0
4946,Toyota,2016.0,5.0,Brazil,Yaris,Sedan,Electric,56750.0,682629.0,45.0,1.14,3.17,10.3,5,699.0
4947,Audi,2020.0,2.0,Netherlands,Q5,Suv,Electric,42607.0,336768.5,33.0,1.96,1.64,3.77,3,647.0
4949,Porsche,2019.0,4.0,India,GTS,Sedan,Petrol,152613.0,301871.0,27.0,1.13,7.26,6.33,10,343.0
4950,Tesla,2021.0,8.0,USA,Model X Plaid,Suv,Electric,45820.0,171797.0,5.0,0.99,2.68,4.61,3,96.0
4951,Volkswagen,2018.0,6.0,Brazil,Taos,Suv,Electric,50128.0,426249.0,71.0,1.24,3.54,10.41,8,138.0
4952,Tesla,2016.0,5.0,France,Model X Plaid,Suv,Electric,55511.0,91375.0,21.0,1.72,1.53,3.32,2,1979.0
4953,Toyota,2016.0,1.0,Germany,Prius,Suv,Petrol,28843.0,661459.0,65.0,1.96,1.55,3.14,6,2548.0
4954,Volkswagen,2020.0,2.0,Australia,Arteon,Sedan,Electric,74065.0,203848.0,49.0,1.64,2.85,4.46,4,1702.0
4955,Tesla,2023.0,6.0,Netherlands,Semi,Suv,Electric,58551.0,281158.0,9.0,2.02,2.25,3.27,6,2330.0
4956,Toyota,2017.0,4.0,Netherlands,Camry,Sedan,Petrol,27521.0,441024.0,75.0,2.01,1.85,3.57,1,1472.0
4957,BMW,2022.0,5.0,UK,X1,Suv,Diesel,88051.0,175549.0,48.0,1.8123444135591096,1.7885972112245307,4.7910049278396505,8,209.0
4958,Tesla,2017.0,8.0,Japan,Model X,Suv,Electric,86511.0,15613.0,29.0,1.47,1.16,-0.08,5,1235.0
4959,Ford,2021.0,8.0,UK,Mustang,Sedan,Hybrid,55034.0,116334.0,78.0,1.84,1.72,3.52,7,452.0
4960,Porsche,2018.0,6.0,Mexico,Panamera,Sedan,Hybrid,131100.0,89577.0,9.0,1.08,1.85,11.12,9,305.0
4961,BMW,2020.0,7.0,France,X1,Suv,Diesel,114854.0,409698.0,319.0,1.88296918021362,1.5983677727394798,3.451355269702729,2,807.0
4962,Audi,2017.0,3.0,UK,Q5,Suv,Hybrid,53365.0,243813.0,23.0,1.78,1.32,5.07,9,458.0
4963,BMW,2015.0,3.0,France,X3,Suv,Diesel,53610.0,128840.0,225.0,1.8892230924267264,1.2819281304952712,3.7170713726081104,4,675.0
4964,Volkswagen,2018.0,12.0,UK,Touareg,Suv,Petrol,54377.0,348336.0,55.0,1.86,1.63,4.86,2,1985.0
4965,Audi,2018.0,3.0,India,Q5,Suv,Electric,78051.0,412505.0,52.0,1.03,7.01,6.59,4,1062.0
4966,Volkswagen,2020.0,6.0,Japan,Taos,Suv,Electric,66964.0,73615.0,62.0,1.56,1.32,0.23,3,2591.0
4967,Porsche,2020.0,10.0,Netherlands,Taycan,Suv,Electric,119314.0,231443.0,9.0,1.94,2.58,3.73,8,147.0
4968,Porsche,2018.0,9.0,Netherlands,718,Sedan,Hybrid,194161.0,188686.0,13.0,2.02,2.18,3.52,4,361.0
4971,Ford,2024.0,10.0,Australia,Mustang Mach-E,Suv,Hybrid,49047.0,276076.0,36.0,1.63,3.34,4.1,8,1966.0
4972,Volkswagen,2017.0,10.0,Australia,Tiguan,Suv,Petrol,22549.0,323935.0,68.0,1.57,3.19,4.28,5,529.0
4973,Tesla,2020.0,4.0,China,Model X,Suv,Electric,41036.0,148533.0,26.0,1.08,5.97,3.74,6,1758.0
4974,Ford,2021.0,6.0,Australia,Expedition,Suv,Electric,51497.0,463673.0,111.0,1.61,3.3,4.51,10,2227.0
4975,BMW,2018.0,4.0,Japan,X3,Suv,Petrol,71824.0,411390.0,37.0,1.4249325362406533,1.6848411989623346,0.3033388518675605,4,191.0
4976,Toyota,2016.0,8.0,Netherlands,RAV4,Suv,Petrol,40415.0,419743.0,28.0,2.06,2.46,3.33,1,1187.0
4977,Porsche,2024.0,3.0,USA,Panamera,Sedan,Electric,163126.0,153681.0,18.0,0.93,2.15,4.45,3,204.0
4978,Volkswagen,2023.0,5.0,UK,T-Roc,Suv,Hybrid,48585.0,508981.0,19.0,1.01,2.44,10.73,9,1750.0
4979,Volkswagen,2022.0,10.0,Italy,Touareg,Suv,Electric,77580.0,243585.0,67.0,1.83,0.75,3.65,9,2346.0
4980,Ford,2019.0,1.0,Germany,Explorer,Suv,Electric,24607.0,770009.0,87.0,1.94,1.66,3.0,3,803.0
4981,Toyota,2016.0,3.0,Germany,bZ4X,Suv,Petrol,89508.0,539249.0,71.0,1.81,1.86,2.85,4,1245.0
4982,Audi,2019.0,4.0,France,e-tron,Suv,Hybrid,50995.0,149529.0,32.0,1.79,1.14,3.33,10,812.0
4983,Mercedes-Benz,2017.0,1.0,UK,EQE,Suv,Petrol,58811.0,81063.0,32.0,1.95,1.07,3.7,9,1160.0
4984,Toyota,2024.0,5.0,India,Yaris,Sedan,Electric,77570.0,551157.0,70.0,0.96,7.48,6.46,9,2292.0
4985,Toyota,2017.0,4.0,Netherlands,Highlander,Suv,Petrol,41272.0,48939.0,81.0,2.0,1.96,3.4,5,1017.0
4986,Porsche,2017.0,1.0,Mexico,Cayenne,Suv,Electric,73206.0,148160.0,9.0,1.0950000000000002,2.25,11.15,8,311.0
4987,Porsche,2024.0,3.0,UK,Cayenne Coupe,Suv,Petrol,122347.0,167113.0,14.0,1.93,1.84,4.81,8,337.0
4988,Porsche,2015.0,10.0,Spain,Panamera,Sedan,Electric,132855.0,337425.0,15.0,1.81,1.68,3.23,4,152.0
4989,BMW,2015.0,1.0,UK,3 Series,Suv,Hybrid,55827.0,425348.0,198.0,1.777019545720385,1.95300945546736,3.3766693352417514,2,706.0
4990,BMW,2015.0,7.0,UK,X5,Sedan,Hybrid,107635.0,280063.0,282.0,1.928374428962147,1.3133479175851432,5.173359483065604,10,662.0
4991,Ford,2017.0,9.0,India,Mustang Mach-E,Suv,Petrol,71241.0,381110.0,55.0,1.09,7.06,6.3,7,1240.0
4992,Toyota,2018.0,10.0,Spain,Supra,Sedan,Petrol,87983.0,133917.0,90.0,1.75,0.81,3.43,4,1019.0
4993,Tesla,2019.0,3.0,Canada,Model S,Suv,Electric,68738.0,229283.0,13.0,1.3,2.46,3.73,7,2447.0
4994,Mercedes-Benz,2021.0,8.0,Canada,GLS,Suv,Diesel,78695.0,274894.0,37.0,1.4,2.08,3.96,8,597.0
4996,Porsche,2020.0,6.0,UK,Cayenne Coupe,Suv,Petrol,110879.0,135930.0,14.0,1.86,1.48,5.18,9,251.0
4997,Audi,2019.0,10.0,Mexico,Q5,Suv,Hybrid,53813.0,77388.0,4.0,1.04,1.74,10.74,2,432.0
4999,Audi,2024.0,7.0,India,Q7,Suv,Diesel,83930.0,505653.0,18.0,1.09,7.46,6.3,2,615.0
5000,Ford,2020.0,8.0,Germany,Explorer,Suv,Electric,52169.0,207200.0,61.0,1.81,1.82,3.24,10,406.0
5001,Porsche,2018.0,5.0,Brazil,Macan EV,Suv,Electric,145105.0,277857.0,16.0,1.22,3.92,10.52,5,249.0
5002,Tesla,2016.0,11.0,Mexico,Model X,Suv,Electric,39511.0,49063.0,3.0,1.02,1.88,10.9,2,279.0
5003,Ford,2016.0,1.0,France,F-150 Lightning,Suv,Electric,68080.0,529886.0,46.0,1.86,2.08,3.39,3,3527.0
5005,Ford,2015.0,10.0,Spain,Ranger,Suv,Petrol,23413.0,455285.0,87.0,1.65,1.51,3.28,6,2355.0
5006,Tesla,2023.0,12.0,USA,Model Y,Suv,Electric,91770.0,214447.0,32.0,0.89,2.81,4.48,5,889.0
5007,Tesla,2022.0,1.0,Australia,Model Y,Suv,Electric,105627.0,97079.0,38.0,1.64,2.79,4.36,7,2167.0
5008,Volkswagen,2018.0,11.0,China,Golf,Sedan,Petrol,72997.0,134313.0,25.0,1.06,5.56,3.6,5,1891.0
5009,Mercedes-Benz,2015.0,6.0,China,GLC,Suv,Petrol,41867.0,397868.0,29.0,1.04,6.02,3.74,4,541.0
5010,Volkswagen,2023.0,6.0,Italy,Polo,Sedan,Hybrid,79978.0,87127.0,66.0,1.84,1.18,3.67,2,2083.0
5012,Mercedes-Benz,2016.0,2.0,France,EQS,Suv,Petrol,90536.0,88807.0,32.0,1.89,1.78,3.42,3,883.0
5013,Toyota,2019.0,4.0,Australia,C-HR,Suv,Electric,35823.0,622397.0,42.0,1.54,3.17,4.42,7,1880.0
5014,Toyota,2022.0,3.0,Spain,Prius,Suv,Electric,46056.0,170680.0,62.0,1.78,0.85,3.56,6,2487.0
5015,Porsche,2016.0,4.0,Brazil,Panamera Sport,Sedan,Petrol,185419.0,220183.0,21.0,1.16,3.24,10.69,8,489.0
5016,Mercedes-Benz,2019.0,8.0,France,EQS,Suv,Petrol,71716.0,301888.0,56.0,1.84,1.39,3.39,7,1012.0
5017,Audi,2022.0,10.0,Mexico,A4,Sedan,Petrol,70959.0,516807.0,42.0,1.18,1.72,11.1,2,109.0
5018,Mercedes-Benz,2021.0,6.0,Australia,EQE,Suv,Petrol,78683.0,417433.0,50.0,1.66,3.08,4.49,7,984.0
5019,Volkswagen,2023.0,2.0,USA,Touareg,Suv,Petrol,72427.0,372105.0,14.0,0.97,2.9,4.5,10,1913.0
5020,Volkswagen,2021.0,3.0,Mexico,T-Roc,Suv,Petrol,60067.0,470810.0,55.0,1.06,1.54,10.83,8,216.0
5021,Tesla,2019.0,4.0,Japan,Semi,Suv,Electric,53445.0,161802.0,30.0,1.41,1.64,-0.08,10,704.0
5022,Volkswagen,2024.0,10.0,Mexico,Passat,Sedan,Petrol,33159.0,372423.0,22.0,1.09,1.91,11.07,3,2279.0
5023,Volkswagen,2015.0,11.0,Canada,Passat,Sedan,Diesel,59673.0,528004.0,40.0,1.29,2.28,3.9,8,133.0
5024,Toyota,2023.0,4.0,Spain,bZ4X,Suv,Petrol,25189.0,610995.0,36.0,1.67,1.62,3.74,2,2098.0
5025,Audi,2019.0,9.0,Italy,A3,Sedan,Hybrid,95510.0,350855.0,54.0,1.76,0.82,3.73,2,488.0
